temp,store_name,phone,ppl,open_hours,open_days,latitude,longitude,addr,extra_info,siteurl
161,사당어르신종합복지관,02-580-2403,만60세 이상 결식우려가 있는 저소득 어르신,11:30-12:50,월-금,37.47701786,126.9798536,서울특별시 동작구 남부순환로2081, , 
162,상도은빛어르신복지관,02-826-9723,만60세 이상 결식우려가 있는 저소득 어르신,11:30-12:50,월-금,37.50645811,126.9513899,서울특별시 동작구 매봉로36, , 
163,서초구립 양재노인종합복지관,02-578-1515,선정 기준에 부합하는 만60세 이상 어르신,변동,"월,수",37.483248,127.040797,서울특별시 서초구 강남대로30길 73-7 서초노인종합복지관, , 
164,방배노인종합복지관,02-581-7992,선정 기준에 부합하는 만60세 이상 어르신,변동,"화,목",37.48076743,126.982713,서울특별시 서초구 방배천로 48 방배노인종합복지관, , 
165,서초구립 중앙노인종합복지관,02-3474-6080,선정 기준에 부합하는 만60세 이상 어르신,변동,"월,수",37.49232427,127.016811,서울특별시 서초구 서초대로54길 45 서초구립중앙노인복지관, , 
166,서초구립 양재종합사회복지관,02-579-4782,선정 기준에 부합하는 만60세 이상 어르신,변동,"월,목",37.48452702,127.036143,서울특별시 서초구 남부순환로 2610, , 
167,우면종합사회복지관,02-577-6321,선정 기준에 부합하는 만60세 이상 어르신,변동,"화,금",37.4698618,127.023866,서울특별시 서초구 바우뫼로7길 11 우면주공영구임대아파트, , 
168,종로 천사무료급식소,02-6382-1004,,11:00-13:00,"화,목,토",37.5701998,126.923898,서울특별시 종로구 돈화문로4길 29, ,http://1004n.co.kr
169,보라매 천사무료급식소,02-6295-2004,,11:00-13:00,"화,목,토",37.4975911,126.9172043,서울특별시 영등포구 여의대방로 95, ,http://1004n.co.kr
170,탑골공원 원각사 무료급식소,02-3673-5677,,10:00-17:00,월-일,37.5719506,126.9862075,"서울특별시 종로구 종로17길 36 2층, 3층", ,http://topgolwongaksa.org
171,바하밥집(노숙인 무료급식소),02-6494-1274,,화목 10:00-21:00 수금 10:00-18:00 토 09:00-15:00,화-토,37.5816499,127.0187586,서울특별시 성북구 보문로17길 3,코로나19로 화목만 운영,http://www.bahameal.net/
172,무료급식소 보릿고개,,,11:00-13:00,"화,목",37.559696,126.903807,서울특별시 마포구 망원로 11길 48, , 
173,사회복지원각,02-723-6677,,11:00-13:00,월-일,37.5709148,126.9867034,서울특별시 종로구 종로17길 12, ,http://wongakwel.org
174,행복한세상복지센터,,,10:00-18:00,월-일,37.5624944,127.1612154,서울특별시 강동구 구천면로57길 24, ,http://cafe.daum.net/happy323232
175,나눔의둥지,02-383-1592,,09:00-21:00,월-일,37.6154008,126.9162289,서울특별시 은평구 연서로22길 3, , 
176,영등포 천사무료급식소,02-6267-2004,,11:00-13:00,"월,수,토",37.519508,126.9053325,서울특별시 영등포구 영등포로 216, ,http://1004n.co.kr
177,자비의집,02-945-4200,,11:00-13:00,월-토,37.6203399,127.0231742,서울특별시 강북구 도봉로29길 90, , 
178,명동밥집,02-774-3488,,11:00-16:00,"일,수,금",37.5634027,126.9845992,서울특별시 중구 명동 명동길 74-1, ,http://mdbj.or.kr
179,하나님의집,02-792-5398,,"11:00-12:00, 17:00-18:00",월-금,37.5262142,126.9616192,서울특별시 용산구 한강로3가 40-682, , 
